Title,推噓數,Author,Url,Date
Re: [請益] 如果手頭有六千萬現金,3,UcrKing,https://www.ptt.cc/bbs/Stock/M.1765788445.A.E77.html,12/15
Re: [新聞] 川普關稅收入首見下滑 生活成本壓力促使,8,void,https://www.ptt.cc/bbs/Stock/M.1765789435.A.514.html,12/15
Re: [新聞] 看好台積電2000元！台股大師杜金龍提「,75,XFight,https://www.ptt.cc/bbs/Stock/M.1765789474.A.6F1.html,12/15
Re: [新聞] 輝達帝國恐被谷歌打垮？Gemini 3太強引,37,breathair,https://www.ptt.cc/bbs/Stock/M.1765789636.A.0F4.html,12/15
[情報] 8358 金居 11月自結 0.52 年增79.3%,28,q1a1,https://www.ptt.cc/bbs/Stock/M.1765792590.A.783.html,12/15
[情報] 3491 昇達科 股價變動大 11月自結 1.30,25,q1a1,https://www.ptt.cc/bbs/Stock/M.1765792781.A.B58.html,12/15
[情報] 公布注意有價證券資訊 (114年12月15日,1,Careerist,https://www.ptt.cc/bbs/Stock/M.1765794769.A.560.html,12/15
Re: [新聞] 台股明天超不妙？專家暴殺預言「震撼教育,17,galeolow,https://www.ptt.cc/bbs/Stock/M.1765720102.A.400.html,12/14
Re: [新聞] 中國大廠狂下單！H200供不應求　輝達考慮,25,googstar,https://www.ptt.cc/bbs/Stock/M.1765721232.A.622.html,12/14
[標的] 美股甲骨文ORCL  先觀望後決定是否做多,6,peter98,https://www.ptt.cc/bbs/Stock/M.1765723377.A.1E8.html,12/14
[標的] 台股回檔多,48,VTpig,https://www.ptt.cc/bbs/Stock/M.1765724130.A.E59.html,12/14
[新聞] 川普簽命令集中AI監管於聯邦層級　禁止各,8,Su22,https://www.ptt.cc/bbs/Stock/M.1765724224.A.F5D.html,12/14
Re: [新聞] 中國大廠狂下單！H200供不應求　輝達考慮,22,YAYA6655,https://www.ptt.cc/bbs/Stock/M.1765727342.A.6ED.html,12/14
Re: [新聞] 陸媒：華為麒麟9030晶片 敲開7奈米之門？,37,gn02118620,https://www.ptt.cc/bbs/Stock/M.1765728043.A.C68.html,12/15
[標的] 房貸800萬全部拿來買中華電信2412可以嗎?,99,chukenren,https://www.ptt.cc/bbs/Stock/M.1765729091.A.552.html,12/15
Re: [新聞] 中國大廠狂下單！H200供不應求　輝達考慮,20,ng101281,https://www.ptt.cc/bbs/Stock/M.1765732041.A.3A7.html,12/15
[新聞] 《富爸爸窮爸爸》作者示警「AI害失業率,37,a0808996,https://www.ptt.cc/bbs/Stock/M.1765734268.A.70C.html,12/15
[請益] 00900配息的問題,8,saki4271,https://www.ptt.cc/bbs/Stock/M.1765736010.A.4BD.html,12/15
[請益] 如果手頭有六千萬現金,99,nerst0802,https://www.ptt.cc/bbs/Stock/M.1765754628.A.2E6.html,12/15
[閒聊] 2025/12/15 盤中閒聊,99,laptic,https://www.ptt.cc/bbs/Stock/M.1765758602.A.618.html,12/15
[情報] [情報] 特斯拉無安全員Robotaxi測試中,爆,TomChu,https://www.ptt.cc/bbs/Stock/M.1765763037.A.952.html,12/15
[標的] 2645 長榮航太 多,62,informatics,https://www.ptt.cc/bbs/Stock/M.1765765457.A.563.html,12/15
[情報] 2025/11月 國內成分ETF內扣費用率,21,ej03xu3,https://www.ptt.cc/bbs/Stock/M.1765767127.A.FC1.html,12/15
[新聞] 綠河-KY進軍綠色發電供應鏈 董座高於市價,5,sunny01245,https://www.ptt.cc/bbs/Stock/M.1765767977.A.757.html,12/15
Re: [標的] 房貸800萬全部拿來買中華電信2412可以嗎?,11,linlinme5208,https://www.ptt.cc/bbs/Stock/M.1765770655.A.E4D.html,12/15
Re: [標的] 房貸800萬全部拿來買中華電信2412可以嗎?,32,junior020486,https://www.ptt.cc/bbs/Stock/M.1765770682.A.0B6.html,12/15
[新聞] 〈焦點股〉烏克蘭放棄入北約停戰有望 台,65,brbear,https://www.ptt.cc/bbs/Stock/M.1765772833.A.231.html,12/15
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,10,oopFoo,https://www.ptt.cc/bbs/Stock/M.1765662010.A.091.html,12/14
[新聞] AI漲太多買不下手？中鋼、台塑四寶還有,78,brbear,https://www.ptt.cc/bbs/Stock/M.1765670620.A.2A9.html,12/14
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,46,drraujn,https://www.ptt.cc/bbs/Stock/M.1765679251.A.EA3.html,12/14
Re: [新聞] AI漲太多買不下手？中鋼、台塑四寶還有,21,MIROS,https://www.ptt.cc/bbs/Stock/M.1765683395.A.A42.html,12/14
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,8,onekoni,https://www.ptt.cc/bbs/Stock/M.1765691061.A.C0C.html,12/14
Re: [新聞] 輝達帝國恐被谷歌打垮？Gemini 3太強引,14,mamorui,https://www.ptt.cc/bbs/Stock/M.1765692923.A.CE3.html,12/14
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,35,a1e,https://www.ptt.cc/bbs/Stock/M.1765701140.A.BAF.html,12/14
[請益]華邦電深度套牢空倉 明日開低停損或加空,99,marginalFeng,https://www.ptt.cc/bbs/Stock/M.1765702858.A.428.html,12/14
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,25,pujos,https://www.ptt.cc/bbs/Stock/M.1765703075.A.EC0.html,12/14
[新聞] 美國工程師研發出新型 3D 晶片，性能超 2,37,madeinheaven,https://www.ptt.cc/bbs/Stock/M.1765704395.A.35B.html,12/14
[分享] 自製 AI 投資助理 & 自動化影音 (公測),11,shimoku,https://www.ptt.cc/bbs/Stock/M.1765705542.A.F4C.html,12/14
[標的] 2754 亞洲藏壽司 請益,35,trendf,https://www.ptt.cc/bbs/Stock/M.1765708088.A.95E.html,12/14
[新聞] 台股明天超不妙？專家暴殺預言「震撼教育,99,nisi0773,https://www.ptt.cc/bbs/Stock/M.1765710912.A.2A9.html,12/14
[新聞] DRAM降價再等等　韓大廠內部報告洩「到20,42,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1765715154.A.631.html,12/14
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,7,breathair,https://www.ptt.cc/bbs/Stock/M.1765717132.A.D69.html,12/14
[標的] 台股半導體標的篩選,3,mmoonneeyy,https://www.ptt.cc/bbs/Stock/M.1765717166.A.592.html,12/14
Re: [新聞] 台股明天超不妙？專家暴殺預言「震撼教育,14,junior020486,https://www.ptt.cc/bbs/Stock/M.1765718988.A.964.html,12/14
[新聞] 中國大廠狂下單！H200供不應求　輝達考慮,47,Su22,https://www.ptt.cc/bbs/Stock/M.1765719650.A.E50.html,12/14
Re: [標的] 2912統一超-請大神開釋越來越爛原因?,7,galeolow,https://www.ptt.cc/bbs/Stock/M.1765622716.A.8AE.html,12/13
[新聞] 華東股價飆新高 大股東趁機出脫持股套現,13,q8977452,https://www.ptt.cc/bbs/Stock/M.1765624172.A.FA7.html,12/13
[新聞] 摩爾線程回應「 75 億元閒資做理財」：,38,madeinheaven,https://www.ptt.cc/bbs/Stock/M.1765624780.A.165.html,12/13
[新聞] 洋基工程接200億元大單 推升明年營運動能,41,nisi0773,https://www.ptt.cc/bbs/Stock/M.1765626634.A.5D8.html,12/13
Re: [請益] 這投資績可以做全職了嗎,56,pla4242yer,https://www.ptt.cc/bbs/Stock/M.1765627180.A.D12.html,12/13
[新聞] 大同遭判賠華映科技131億元 公司：將提,38,transfight,https://www.ptt.cc/bbs/Stock/M.1765630460.A.6FA.html,12/13
[新聞] 中國發布國產AI供應商名錄：寒武紀、華為入選 輝達被排除,62,pmes9866,https://www.ptt.cc/bbs/Stock/M.1765631961.A.51E.html,12/13
[請益] 新手想要學CB可轉債會很困難嗎？,0,k99t,https://www.ptt.cc/bbs/Stock/M.1765632057.A.125.html,12/13
Re: [請益] 新手想要學CB可轉債會很困難嗎？,0,Kostolany,https://www.ptt.cc/bbs/Stock/M.1765634545.A.084.html,12/13
[新聞] 歐盟：明年7月起對電商小包裹徵3歐元關稅,27,Su22,https://www.ptt.cc/bbs/Stock/M.1765635542.A.36C.html,12/13
Re: [情報] 2349 錸德 11月自結 0.02 連3漲停,4,uodam64402,https://www.ptt.cc/bbs/Stock/M.1765636857.A.54C.html,12/13
Re: [標的] 2912統一超-請大神開釋越來越爛原因?,8,ie975249,https://www.ptt.cc/bbs/Stock/M.1765637161.A.721.html,12/13
Re: [請益] 這投資績可以做全職了嗎,3,YAYA6655,https://www.ptt.cc/bbs/Stock/M.1765637574.A.500.html,12/13
Re: [標的] 2912統一超-請大神開釋越來越爛原因?,21,YAYA6655,https://www.ptt.cc/bbs/Stock/M.1765637892.A.EBB.html,12/13
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,14,googstar,https://www.ptt.cc/bbs/Stock/M.1765639922.A.AAA.html,12/13
[請益] 房屋增貸投資股票?,15,Mylife5566,https://www.ptt.cc/bbs/Stock/M.1765640913.A.F03.html,12/13
[請益] 美股獲利匯回申報問題,13,descythe,https://www.ptt.cc/bbs/Stock/M.1765641510.A.96D.html,12/13
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,3,curiserosi,https://www.ptt.cc/bbs/Stock/M.1765642720.A.94D.html,12/14
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,49,LDPC,https://www.ptt.cc/bbs/Stock/M.1765648618.A.1DA.html,12/14
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,5,ykjiang,https://www.ptt.cc/bbs/Stock/M.1765651058.A.74F.html,12/14
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,25,LDPC,https://www.ptt.cc/bbs/Stock/M.1765563156.A.CA3.html,12/13
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,2,xross,https://www.ptt.cc/bbs/Stock/M.1765565474.A.0BF.html,12/13
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,99,minazukimaya,https://www.ptt.cc/bbs/Stock/M.1765566374.A.FED.html,12/13
[新聞] AI題材出現資金轉向！聯發科強勢崛起　彭,21,afflic,https://www.ptt.cc/bbs/Stock/M.1765575600.A.2CD.html,12/13
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,爆,lee198218,https://www.ptt.cc/bbs/Stock/M.1765585804.A.F6E.html,12/13
[請益] 這種沒上市的股票有價嗎,24,pttisshit,https://www.ptt.cc/bbs/Stock/M.1765591091.A.D5D.html,12/13
[標的] 2912統一超-請大神開釋越來越爛原因?,99,darkstar07,https://www.ptt.cc/bbs/Stock/M.1765591368.A.769.html,12/13
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,9,icrose,https://www.ptt.cc/bbs/Stock/M.1765591743.A.3DA.html,12/13
[新聞] 博通暴跌11％！台積電ADR下殺4.2％,97,humbler,https://www.ptt.cc/bbs/Stock/M.1765593823.A.27B.html,12/13
[新聞] 市場預期中國企業將大量採購H200 但保持,28,win8719,https://www.ptt.cc/bbs/Stock/M.1765595865.A.995.html,12/13
[新聞] 全台新書出版量跌10%，誠品為什麼能做到,59,brbear,https://www.ptt.cc/bbs/Stock/M.1765598758.A.C3B.html,12/13
[新聞] 外資點火金融指數創高 三「金」釵狂漲改,12,humbler,https://www.ptt.cc/bbs/Stock/M.1765598935.A.3F6.html,12/13
Re: [新聞] 市場預期中國企業將大量採購H200 但保持,72,ng101281,https://www.ptt.cc/bbs/Stock/M.1765601667.A.DA9.html,12/13
Re: [標的] 4763材料-ky怎麼了,24,Bowwuwu,https://www.ptt.cc/bbs/Stock/M.1765605029.A.55D.html,12/13
[請益] 持股請益,44,az200522,https://www.ptt.cc/bbs/Stock/M.1765609007.A.FC6.html,12/13
[新聞] 迪士尼選邊站？大動作官宣OpenAI合作　反,58,DDDDRR,https://www.ptt.cc/bbs/Stock/M.1765610118.A.523.html,12/13
[請益] VIX這波怎麼都沒反應,85,TSLA5566,https://www.ptt.cc/bbs/Stock/M.1765612988.A.292.html,12/13
Re: [請益] VIX這波怎麼都沒反應,11,kkm99,https://www.ptt.cc/bbs/Stock/M.1765615148.A.D11.html,12/13
Re: [新聞] 市場預期中國企業將大量採購H200 但,15,dreamelf,https://www.ptt.cc/bbs/Stock/M.1765618692.A.735.html,12/13
[新聞] AI利潤和基建進度疑慮夾擊…晶片股暴跌,14,nisi0773,https://www.ptt.cc/bbs/Stock/M.1765622255.A.6AF.html,12/13
[情報] 2349 錸德 11月自結 0.02 連3漲停,18,q1a1,https://www.ptt.cc/bbs/Stock/M.1765531151.A.937.html,12/12
[情報] 8110 華東 10月自結 0.69 年增6800%,64,q1a1,https://www.ptt.cc/bbs/Stock/M.1765531616.A.11B.html,12/12
"[情報] 2323 中環 賣波若威868張 賺19,278,817元",30,q1a1,https://www.ptt.cc/bbs/Stock/M.1765533785.A.59A.html,12/12
Re: [標的] 凱基金 2883 多,1,anti87,https://www.ptt.cc/bbs/Stock/M.1765539539.A.615.html,12/12
[新聞] 谷歌突襲OpenAI GPT-5.2發表會!Gemini De,67,utn875,https://www.ptt.cc/bbs/Stock/M.1765545044.A.36B.html,12/12
[情報] 114年12月12日信用交易統計,26,steward135,https://www.ptt.cc/bbs/Stock/M.1765546839.A.622.html,12/12
[標的] 4763材料-ky怎麼了,61,tonyparker18,https://www.ptt.cc/bbs/Stock/M.1765547423.A.742.html,12/12
[情報] 1212 上市櫃外資投信買超金額排行,2,steveisaman,https://www.ptt.cc/bbs/Stock/M.1765547675.A.04C.html,12/12
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,58,H2,https://www.ptt.cc/bbs/Stock/M.1765547839.A.F82.html,12/12
[情報] 1212 上市櫃股票週轉率排行,0,steveisaman,https://www.ptt.cc/bbs/Stock/M.1765548114.A.0F7.html,12/12
[情報] 1212 違約交割,5,leafff,https://www.ptt.cc/bbs/Stock/M.1765548217.A.92C.html,12/12
[新聞] 川普為平息民怨可能再調降關稅 「這些商,41,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1765552022.A.5A9.html,12/12
[新聞] 科技脫鉤刻不容緩！中國擬再砸2.2兆扶植,35,Roger5566,https://www.ptt.cc/bbs/Stock/M.1765552964.A.A11.html,12/12
[新聞] 被中國捶又想起台灣？傳韓晶片設備廠因北,17,Su22,https://www.ptt.cc/bbs/Stock/M.1765553301.A.F5A.html,12/12
[新聞] 華爾街憂美股後繼無力陷「失落十年」 專,66,humbler,https://www.ptt.cc/bbs/Stock/M.1765556273.A.A9F.html,12/13
Re: [請益] 這投資績可以做全職了嗎,11,d2623,https://www.ptt.cc/bbs/Stock/M.1765557546.A.9B2.html,12/13
[心得] AI 產業衍生重大風險轉移(SRT)的可能衝,11,ynanlin,https://www.ptt.cc/bbs/Stock/M.1765558962.A.392.html,12/13
Re: [新聞]和碩童子賢：穩定幣求「穩定」反而容,3,ripple0129,https://www.ptt.cc/bbs/Stock/M.1765559624.A.6BB.html,12/13
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,9,bndan,https://www.ptt.cc/bbs/Stock/M.1765562306.A.CE2.html,12/13
[新聞] 高雄史上最大投資案簽約 鴻海159億旗艦總部,81,DrowningPool,https://www.ptt.cc/bbs/Stock/M.1765510046.A.912.html,12/12
[新聞] 00878配息入帳了！第四季0.4元…近170萬,66,haiduc,https://www.ptt.cc/bbs/Stock/M.1765511658.A.5F5.html,12/12
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,27,ShortestPath,https://www.ptt.cc/bbs/Stock/M.1765512706.A.BFB.html,12/12
[新聞] 墨西哥擬課新關稅 經部：將持續關注,31,ChanHoPark,https://www.ptt.cc/bbs/Stock/M.1765515992.A.E5A.html,12/12
[標的] 5269祥碩怎麼了,59,allen9834,https://www.ptt.cc/bbs/Stock/M.1765519036.A.F22.html,12/12
[閒聊] 2025/12/12 盤後閒聊,36,laptic,https://www.ptt.cc/bbs/Stock/M.1765519203.A.0C7.html,12/12
[新聞] 投資股票慘賠2億！9歲男童「遭勒頸窒息」,99,DDDDRR,https://www.ptt.cc/bbs/Stock/M.1765519934.A.258.html,12/12
[心得] 2025年報 - 暫時畢業,爆,b28306853,https://www.ptt.cc/bbs/Stock/M.1765521746.A.660.html,12/12
[情報] 1212 上市投信買賣超排行,17,paidzou,https://www.ptt.cc/bbs/Stock/M.1765521976.A.6B2.html,12/12
[新聞] 目標價升破100元！華邦電再獲法人力挺、1,62,speed364,https://www.ptt.cc/bbs/Stock/M.1765522403.A.C2E.html,12/12
[新聞] 川普關稅收入首見下滑 生活成本壓力促使,32,kof70380,https://www.ptt.cc/bbs/Stock/M.1765522568.A.F82.html,12/12
Re: [請益] 這投資績可以做全職了嗎,99,fantasy14,https://www.ptt.cc/bbs/Stock/M.1765523822.A.878.html,12/12
[情報] 114年12月12日 三大法人買賣金額統計表,63,coconing,https://www.ptt.cc/bbs/Stock/M.1765524777.A.567.html,12/12
[新聞] 看好台積電2000元！台股大師杜金龍提「,51,IzumiKonata,https://www.ptt.cc/bbs/Stock/M.1765525757.A.043.html,12/12
[新聞] 卡位除息行情？00919爆逾13萬張巨量登ETF,23,burlroof,https://www.ptt.cc/bbs/Stock/M.1765525790.A.89D.html,12/12
[情報] 1212 上市外資買賣超排行,83,paidzou,https://www.ptt.cc/bbs/Stock/M.1765526725.A.5F1.html,12/12
[新聞] 華城：AI資料中心訂單逾120億,23,KillerMusou,https://www.ptt.cc/bbs/Stock/M.1765527459.A.D52.html,12/12
[新聞]美國商務部長：台積電在美投資將超過2000億,52,zkow,https://www.ptt.cc/bbs/Stock/M.1765527558.A.84C.html,12/12
[新聞] 史詩級詐騙判決出爐！南韓昔日「幣圈金,64,leepingyo,https://www.ptt.cc/bbs/Stock/M.1765529610.A.71C.html,12/12
[情報] 1211 違約交割,1,leafff,https://www.ptt.cc/bbs/Stock/M.1765467069.A.A51.html,12/11
"[情報] 6187 萬潤 賣鴻勁賺147,640,731元(剩0股)",23,q1a1,https://www.ptt.cc/bbs/Stock/M.1765467192.A.4D1.html,12/11
[請益] 輝達最近為什麼這麼積弱不振？,62,kawhiHarden,https://www.ptt.cc/bbs/Stock/M.1765468485.A.C22.html,12/11
[新聞] 麻吉大哥「爆倉模式」啟動？他週虧上億沒,16,enlong777,https://www.ptt.cc/bbs/Stock/M.1765468621.A.CBE.html,12/11
[新聞] 甲骨文財報不如預期　美股早盤大多下跌,27,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1765469036.A.2F2.html,12/12
Re: [新聞] 台達電營運 大摩按讚,9,Kostolany,https://www.ptt.cc/bbs/Stock/M.1765469259.A.DDE.html,12/12
[新聞] 台灣貧富差距全球前段班！10%富人握61%財,52,Sinreigensou,https://www.ptt.cc/bbs/Stock/M.1765470086.A.EB3.html,12/12
Re: [標的] 6696 TW 仁新 挑戰生技股之Topline Results,19,judy0092,https://www.ptt.cc/bbs/Stock/M.1765471253.A.C84.html,12/12
Re: [新聞] 台灣貧富差距全球前段班！10%富人握61%財,34,huang19898,https://www.ptt.cc/bbs/Stock/M.1765475939.A.8B3.html,12/12
[新聞] 台灣無人機大突破 銘旺科獲邀烏克蘭「戰,30,brbear,https://www.ptt.cc/bbs/Stock/M.1765498751.A.C6F.html,12/12
[閒聊] 2025/12/12 盤中閒聊,99,laptic,https://www.ptt.cc/bbs/Stock/M.1765499404.A.A73.html,12/12
[新聞] GPT-5.2正式亮相！長文件推理逼近滿分、,爆,jeff0025,https://www.ptt.cc/bbs/Stock/M.1765499634.A.473.html,12/12
[情報] 台康生，藥證第三次沒過,35,iamsosmart,https://www.ptt.cc/bbs/Stock/M.1765500052.A.411.html,12/12
[新聞] 馬斯克太空資料中心美夢成真 輝達力挺新,24,sayforever69,https://www.ptt.cc/bbs/Stock/M.1765502841.A.BD2.html,12/12
Re: [標的] 6209 今國光 虧轉盈多,21,csmuDer,https://www.ptt.cc/bbs/Stock/M.1765503222.A.BCC.html,12/12
Re: [新聞] 台灣貧富差距全球前段班！10%富人握61%財,99,LaBronJames,https://www.ptt.cc/bbs/Stock/M.1765503436.A.940.html,12/12
Re: [新聞] GPT-5.2正式亮相！長文件推理逼近滿分、,24,LoveSports,https://www.ptt.cc/bbs/Stock/M.1765504737.A.BBA.html,12/12
[新聞] 太景流感新藥 陸准上市,15,speurbenz,https://www.ptt.cc/bbs/Stock/M.1765504825.A.9D2.html,12/12
[新聞] Meta轉向阿裏巴巴的Qwen來訓練其下一個AI模型,68,icrose,https://www.ptt.cc/bbs/Stock/M.1765504827.A.118.html,12/12
[新聞]和碩童子賢：穩定幣求「穩定」反而容易泡,6,ilqgray,https://www.ptt.cc/bbs/Stock/M.1765509054.A.EDE.html,12/12
[情報] 1211 上市外資買賣超排行,82,paidzou,https://www.ptt.cc/bbs/Stock/M.1765440273.A.0C8.html,12/11
[新聞] 微星前11月營收 首度飛越2千億,59,Kai877,https://www.ptt.cc/bbs/Stock/M.1765441264.A.D9D.html,12/11
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,65,waitrop,https://www.ptt.cc/bbs/Stock/M.1765444284.A.D45.html,12/11
Re: [新聞] 微星前11月營收 首度飛越2千億,14,PerfectWorld,https://www.ptt.cc/bbs/Stock/M.1765446403.A.FB0.html,12/11
[情報] 2323 中環 買台積電，賣順達約賠1045萬,17,q1a1,https://www.ptt.cc/bbs/Stock/M.1765446688.A.D42.html,12/11
[新聞] 降息也沒用？比特幣跌逾2%力守9萬鎂 專家,31,burlroof,https://www.ptt.cc/bbs/Stock/M.1765447504.A.1F4.html,12/11
[情報] 6120 達運 達注意標準 11月自結 -0.06,24,q1a1,https://www.ptt.cc/bbs/Stock/M.1765448999.A.F33.html,12/11
[情報] 2402 毅嘉 達注意標準 11月自結0.16,9,KillerMusou,https://www.ptt.cc/bbs/Stock/M.1765451720.A.034.html,12/11
[情報] 8091 翔名 114年11月營收,3,d2623,https://www.ptt.cc/bbs/Stock/M.1765455314.A.F7A.html,12/11
[新聞] 台積電熊本2廠傳改做4奈米晶片！《日經》,30,zkow,https://www.ptt.cc/bbs/Stock/M.1765457456.A.A73.html,12/11
[新聞] 輝達開發「位置驗證」技術　可望遏阻晶片,18,nisi0773,https://www.ptt.cc/bbs/Stock/M.1765457984.A.7C7.html,12/11
[新聞] 快訊／空歡喜一場！黃仁勳未抵台 私人飛機,44,zkow,https://www.ptt.cc/bbs/Stock/M.1765458128.A.DA8.html,12/11
Re: [新聞] 川普准輝達H200晶片輸陸 25%抽成費向台灣,8,gn02118620,https://www.ptt.cc/bbs/Stock/M.1765459004.A.C99.html,12/11
[情報] 1211 上市櫃外資投信買超金額排行,2,steveisaman,https://www.ptt.cc/bbs/Stock/M.1765459264.A.3A3.html,12/11
[新聞] 宏碁11月營收246億元月年雙增 電競、桌電,12,tooth9,https://www.ptt.cc/bbs/Stock/M.1765459574.A.7AE.html,12/11
[情報] 114年12月11日信用交易統計,35,steward135,https://www.ptt.cc/bbs/Stock/M.1765459581.A.D84.html,12/11
[情報] 1211 上市櫃股票週轉率排行,1,steveisaman,https://www.ptt.cc/bbs/Stock/M.1765459942.A.A38.html,12/11
[情報] 美國-初次申請失業救濟金人數,47,yousking,https://www.ptt.cc/bbs/Stock/M.1765461726.A.5C2.html,12/11
Re: [請益] 美股這波是在跌什麼？,45,Vincentchu,https://www.ptt.cc/bbs/Stock/M.1765462842.A.3F4.html,12/11
[標的] AMZN.US 亞馬遜經濟復甦消費人礦多,20,onekoni,https://www.ptt.cc/bbs/Stock/M.1765463666.A.1D0.html,12/11
[新聞] Fed3度降息 預計未來降息步伐將放緩,10,IzumiKonata,https://www.ptt.cc/bbs/Stock/M.1765412532.A.11F.html,12/11
[閒聊] 2025/12/11 盤中閒聊,99,laptic,https://www.ptt.cc/bbs/Stock/M.1765413002.A.A3A.html,12/11
[新聞] 台積業績月減 外資不擔心,85,IzumiKonata,https://www.ptt.cc/bbs/Stock/M.1765413407.A.C5A.html,12/11
[新聞] 元晶明年銷售目標逾500MW 搶進美日與衛星,5,sayforever69,https://www.ptt.cc/bbs/Stock/M.1765415652.A.C59.html,12/11
[情報] 3551 世禾 11月營收,9,m840509,https://www.ptt.cc/bbs/Stock/M.1765419248.A.C4C.html,12/11
[新聞] Starcloud完成首次在太空訓練AI模型,39,TyuzuChou,https://www.ptt.cc/bbs/Stock/M.1765420618.A.BF8.html,12/11
[新聞] 台積電營收出爐！11月營收3436億元寫歷史,21,a0929658533,https://www.ptt.cc/bbs/Stock/M.1765421257.A.610.html,12/11
[新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,37,icrose,https://www.ptt.cc/bbs/Stock/M.1765421529.A.7D6.html,12/11
[標的] 00885是否有機會再上前高,11,gogoggggg,https://www.ptt.cc/bbs/Stock/M.1765422501.A.644.html,12/11
[新聞] 美國對瑞士加徵關稅從39%降至15%,50,DrowningPool,https://www.ptt.cc/bbs/Stock/M.1765422797.A.B0E.html,12/11
[情報] PL Q3財報爆噴,71,mrp,https://www.ptt.cc/bbs/Stock/M.1765423278.A.84B.html,12/11
[新聞] 12月布局年平均報酬率皆2位數 ！ 00987A,14,keel90135,https://www.ptt.cc/bbs/Stock/M.1765427127.A.6A2.html,12/11
Re: [新聞] 甲骨文股價暴跌超10%！訂單積壓越來越多 「燒錢」砸AI,81,H2,https://www.ptt.cc/bbs/Stock/M.1765428483.A.B9B.html,12/11
[新聞] 一雙無形手壓著權值股！　專家：財報新,29,STAV72,https://www.ptt.cc/bbs/Stock/M.1765428679.A.114.html,12/11
[標的] 00955 中信日本商社 討論,11,c259888,https://www.ptt.cc/bbs/Stock/M.1765432347.A.3D8.html,12/11
[閒聊] 2025/12/11 盤後閒聊,63,laptic,https://www.ptt.cc/bbs/Stock/M.1765432837.A.745.html,12/11
[標的] 00662 富邦nasdaq,14,Xration,https://www.ptt.cc/bbs/Stock/M.1765434638.A.190.html,12/11
[情報] 1211 上市投信買賣超排行,30,paidzou,https://www.ptt.cc/bbs/Stock/M.1765435679.A.973.html,12/11
[情報] 114年12月11日 三大法人買賣金額統計表,爆,coconing,https://www.ptt.cc/bbs/Stock/M.1765436537.A.1B5.html,12/11
[新聞] 中鋼11月營收月增3.7% 下游出現部分急單,39,brbear,https://www.ptt.cc/bbs/Stock/M.1765437503.A.953.html,12/11
[情報] 1210 上市櫃外資投信買超金額排行,2,steveisaman,https://www.ptt.cc/bbs/Stock/M.1765373395.A.F6F.html,12/10
[情報] 114年12月10日信用交易統計,24,steward135,https://www.ptt.cc/bbs/Stock/M.1765373398.A.160.html,12/10
[情報] 1210 上市櫃股票週轉率排行,1,steveisaman,https://www.ptt.cc/bbs/Stock/M.1765373947.A.110.html,12/10
[心得] 台股正二停利後續規劃及股板現象觀察,73,rfynw,https://www.ptt.cc/bbs/Stock/M.1765374544.A.814.html,12/10
[情報] 8043 蜜望實 11月營收,3,TT991,https://www.ptt.cc/bbs/Stock/M.1765376172.A.B37.html,12/10
[新聞] 大陸「浙金中心」祥源系爆雷 涉資金200億,9,Su22,https://www.ptt.cc/bbs/Stock/M.1765376939.A.7AC.html,12/10
[情報] 5522 遠雄 11月營收,8,leo921080931,https://www.ptt.cc/bbs/Stock/M.1765379009.A.0F1.html,12/10
[情報] 6667 信紘科 11月營收,3,vm0a,https://www.ptt.cc/bbs/Stock/M.1765379821.A.7E6.html,12/10
